THE_TE_UID,TERM,INDEX_TERM,SCOPE_NOTE,CLA_GR_UID,STATUS,IMAGE_EXISTS
170008,"FOG BELL",Y,"A bell mounted on an anchored vessel, buoy, headland, rock etc and rung as a warning to mariners in foggy weather.",1,P,"-"
170019,"RECEPTION HOUSE",Y,"A building, usually associated with, or found within the grounds of, a cemetery and used for the storage of coffins prior to burial. Reception houses were introduced as a result of concerns around the implcations for public health of C19 burial practices.",1,P,"-"
170020,"Receiving House",N,"-",1,N,"-"
170049,"MICRARIUM",Y,"A building where artefacts, scientific specimens, antiquities and similar objects of interest could be examined through microscopes by members of the public.",1,P,"-"
170050,"Settling Pan",N,"-",1,N,"-"
170051,"RICE MILL",Y,"A mill for the processing of rice for use in food products.",1,P,"-"
170052,"STAIRCASE LOCK",Y,"Two or more adjacent locks where the upper gates of one lock serve as the lower gates of the next.",1,P,"-"
170053,"HORSE RECOVERY STEP",Y,"A step or ramp in the bank of a canal to enable horses to climb out of the water.",1,P,"-"
170054,"HYDRAULIC LIFT",Y,"A lift powered by an hydraulic system.",1,P,"-"
170055,"WATCH FACTORY",Y,"A factory that manufactures watches.",1,P,"-"
170056,"TURPENTINE FACTORY",Y,"A place in which turpentine is produced.",1,P,"-"
170057,"Navy League Home",N,"-",1,N,"-"
170058,"TELEGRAPH KEEPERS COTTAGE",Y,"The residence of a telegraph keeper, associated with a telegraph station.",1,P,"-"
170059,"PATENT SLIP",Y,"An inclined plane with a cradle designed to lift a ship from the water onto a slip.",1,P,"-"
170060,"Marine Railway",N,"-",1,N,"-"
170061,"BELTING WORKS",Y,"A works site making and/or maintaining drive belts for industrial power.",1,P,"-"
170065,"MASONS MARK",Y,"A device, monogram or symbol incised in stonework by a mason as a means of identifying his work. Particularly common in Romanesque and Gothic buildings.",1,P,"-"
170066,"APOTROPAIC MARK",Y,"A device, monogram or symbol usually carved on stone or woodwork near a buildingâ€™s entrance points, particularly doorways, windows and fireplaces, to protect inhabitants and visitors from witches and evil spirits.",1,P,"-"
170067,"Witches Mark",N,"-",1,N,"-"
170089,"ORGAN BLOWING CHAMBER",Y,"A dedicated room for housing the organ feeder bellows, can be an underground chamber or a free-standing building.",1,P,"-"
170091,"NATIONAL PARK",Y,"Areas of land that have been designated as national property where habitation and commercial activities are restricted to preserve their outstanding landscapes.",1,P,"-"
170102,"CHALK MINE",Y,"A site where chalk is extracted from the ground.",1,P,"-"
170103,"RIVER INTAKE",Y,"A dam and sluice combination, associated with an aqueduct, for the extraction of water from a river to feed a reservoir or water treatment plant.",1,P,"-"
170104,"RIVER GATE",Y,"A gate, made of wood, used as a livestock barrier by continuing a fence line across a river or stream. The gate usually consists of a series of  droppers, that can float up and down depending on water levels, attached to a length of cable or wooden pole.",1,P,"-"
170105,"TURBARY STONE",Y,"A marker stone used to demarcate the boundaries of peat cutting grounds and indicate who held the rights for each particular parcel of land.",1,P,"-"
170110,"Limestone Pavement Extraction",N,"-",1,N,"-"
170116,"JACKABLE TIMBER FRAMED BUILDING",Y,"A light timber framed building usually with brick panels which rests on a timber frame with jacking points; should ground subsidence occur the structure could be jacked to a level position. Usually found in the Cheshire Salt Field.",1,P,"-"
170624,"Renewable Energy Park",Y,"An area of land used for producing renewable energy, which can comprise a solar farm, wind turbines or biomass facility",1,P,"-"
170630,"FLOOD MARKER POST",Y,"A graduated post or pole adjacent to an area at risk of flooding to indicate the depth of water during a flood.",1,P,"-"
170631,"Flood Level Marker",N,"-",1,N,"-"
170632,"FLOOD MARKER",Y,"A plaque attached onto, or a line incised into, a wall face or other surface to indicate the height of flood water inundation.",1,P,"-"
170633,"AIRCRAFT BREAKING YARD",Y,"A site where aircraft are stored, dismantled and processed for the recovery of serviceable parts.",1,P,"-"
170634,"CLAYING TRENCH",Y,"A trench dug through topsoil in an arable field in order to extract underlying clay which was then spread on the field and ploughed in to improve soil fertility. Usually found in peaty soil areas such as the Lincolnshire and Cambridgeshire fenlands.",1,P,"-"
170635,"Q PIT",Y,"A kiln in the form of a pit dug into the earth which was used for the the production of white coal prior to the Industrial Revolution.",1,P,"-"
170636,"Q Hole",N,"-",1,N,"-"
170637,"WHETSTONE MINE",Y,"A place where silicate rock was extracted to be shaped for use as whetstones. Examples can be found in Derbyshire and the Blackdown Hills in Devon.",1,P,"-"
170638,"CHOPWOOD KILN",Y,"A type of kiln, usually built into banking, with a stone lining that was used to produce white coal which was used as fuel in the lead smelting process.",1,P,"-"
170639,"White Coal Kiln",N,"-",1,N,"-"
170640,"Chop Kiln",N,"-",1,N,"-"
170641,"CLAMP LIME KILN",Y,"A kiln in which lime is made by calcining limestone. This type of kiln usually consists of a circular bowl surrounded by pennanular banks with a funnel exit on the lower side. They normally survive as an earthwork. Superseded by Flare Kilns.",1,P,"-"
170658,"CURLING POND",Y,"A shallow outdoor pool, usually rectangular in shape filled with water which when frozen was used for the sport of Curling.",1,P,"-"
170770,"SARSEN PIT",Y,"A pit dug to extract Sarsen stones from the superficial geology in which they occur. They range in size from one dug for the extraction of a single boulder to pits from which multiple boulders are extracted & date from the Neolitic to the mid 20th century",1,P,"-"
170771,"BLAST SHELTER (2360/41)",Y,"An unroofed structure, found on military airfields, protected by brick walls and earth banks for shelter during air raids.",1,P,"-"
170772,"TECHNICAL LATRINE BLOCK (9026/41)",Y,"A standard latine block on RAF airfields.",1,P,"-"
170773,"RAILWAY WATER TROUGH",Y,"A very long trough laid between the rails of a railway track to allow a suitably equiped steam engine to scoop up water whilst in motion.",1,P,"-"
170774,"COALING STAGE",Y,"A structure for fuelling railway steam locomotives with coal, usually by dropping coal under gravity from an adjacent raised platform.",1,P,""
170801,"MOLLY HOUSE",Y,"An 18th Century term for an inn, tavern or coffeehouse where men could meet in secret to socialize and have sex.",1,P,"-"
170802,"CLEARED SLIPWAY",Y,"A channel in the intertidal zone cleared of large stones and boulders used for the launching and landing of small boats.",1,P,"-"
170803,"MIDDLE SCHOOL",Y,"The second school in the three tier system of education teaching children from the ages of nine to twelve.",1,P,"-"
170810,"LOWER SCHOOL",Y,"The first school in the three tier system of education teaching children up to the age of nine.",1,P,"-"
170812,"UPPER SCHOOL",Y,"The third school in the three tier system of education teaching children from the age of thirteen until the end of GCSEs or sixth form.",1,P,"-"
170813,"BEDDING TRENCH",Y,"A trench dug into the ground for the purpose of growing plants.  Bedding trenches are often, but not exclusively, associated with vineyards.",1,P,"-"
170814,"ANTIQUITY SITE EXCLUSION MARKER",Y,"Antiquity stars were used on training ranges to indicate areas off limits to troops. They marked the locations of scheduled archaeological features such as barrows, promontory forts and Iron Age forts.",1,P,"-"
170815,"CATCHWORK SYSTEM",Y,"Catchwork or catch-meadow systems diverted water along a series or channels or gutters, often arranged in parallel. They were caused to overflow or included openings to spread water downslope, to irrigate combe sides and encourage growth.",1,P,"-"
170839,"TREE",Y,"Individual tree, of note for its historical or landscape associations. For named trees, use NAMED TREE",1,P,"-"
170841,"Worked Stone",N,"-",1,N,"-"
170842,"SKI SLOPE",Y,"A sloping surface used for people to ski down, either on a snow-covered mountain or on a specially made surface or structure.",1,P,"-"
170851,"SOCIAL HOUSING",Y,"Housing for social tenants, provided by a local authority or a housing association (a not-for-profit organisation that owns, lets and manages rented housing).",1,P,""
170852,"Bonfire Kiln",N,"-",1,N,"-"
170853,"Submerged Forest",N,"-",1,N,"-"
170858,"OTTER TRAP",Y,"A structure built to trap or kill otters.",1,P,"-"
170859,"ANIMAL TRAP",Y,"A structure built to trap or kill animals. Use specific type where known.",1,P,"-"
170860,"SURFACE SHELTER",Y,"An air raid shelter built on the surface and protected solely by the use of materials such as concrete or external blast walls",1,P,""
170861,"SEMI-SUNKEN SHELTER",Y,"An air raid shelter that has been constructed with the structure half-buried in the ground. Usually the upper half of the shelter is covered in soil or other material to increase the protection.",1,P,""
170862,"UNDERGROUND SHELTER",Y,"An air raid shelter situated wholly underground and accessed via a surface entrance.  Although some were purpose built many were simply underground structures re-used as air raid shelters eg. London underground stations or Nottingham cave systems. Double-index with appropriate site type where re-used.",1,P,"-"
170863,"TRENCH SHELTER",Y,"An air raid shelter consisting of a trench dug into the earth. Originally open many were later covered over for added protection. The trench could be revetted with sandbags, timber, corrugated steel sheeting, brick or stone. Often laid out in V, U or zig-zag patterns.",1,P,"-"
170866,"VICARAGE GARDEN",Y,"An informal garden area belonging to a vicarage.",1,P,"-"
170867,"SUGAR CANE REFINERY",Y,"A site where raw sugar cane is processed into refined sugar.",1,P,"-"
170868,"CENTRIFUGAL RAILWAY",Y,"An early form of roller coaster, the first to feature a full loop, designed in 1833, demonstrated in 1843  	but out of fashion by the end of the mid 19th century.",1,P,"-"
170869,"ICE CREAM FACTORY",Y,"A factory where ice cream is made.",1,P,"-"
170870,"TEMPLE OF HUMANITY",Y,"A building used by the Church of Humanity, a positivist sect, for worship.",1,P,"-"
170871,"INDEPENDENT SCOTTISH PRESBYTERIAN CHAPEL",Y,"A chapel belonging to Scottish Presbyterians not of the Church of Scotland (e.g. groups resulting from the First Secession, the Second Secession or The Disruption).",1,P,"-"
170875,"DOCKMASTERS HOUSE",Y,"The residence of a dockmaster.",1,P,"-"
170876,"DOCK MAINTENANCE YARD",Y,"A yard with facilities for maintaining dock structures such as smithies, millwrights, foundries, lime kilns, mortar mills, etc.",1,P,"-"
170877,"EGYPTIAN ORTHODOX CHURCH",Y,"A place of worship for members of the Coptic Orthodox Church of Alexandria.",1,P,"-"
170878,"WOODEN BOX FACTORY",Y,"A factory producing wooden crates or boxes, for example the National Box Factories of the First World 	 War making and repairing ammunition boxes.",1,P,"-"
170879,"BRITISH GUM WORKS",Y,"A works producing British Gum, dextrin, by roasting starch.",1,P,"-"
170880,"SMALT WORKS",Y,"A factory producing smalt from cobalt.  Smalt has been used as an artisit's pigment from the late 16th century.",1,P,"-"
170881,"SACCHARINE WORKS",Y,"A factory producing saccharine.",1,P,"-"
170882,"SPICE MILL",Y,"A mill for the processing of spices for use in food products.",1,P,"-"
170883,"PRIMITIVE EPISCOPAL CHURCH",Y,"A revival variant of the American Anglican church.",1,P,"-"
170884,"ANTI AIRCRAFT GUNNERY RANGE",Y,"A firing range for anti-aircraft weaponry training.",1,P,"-"
170885,"MORTAR RANGE",Y,"A range for the practice of mortar firing.",1,P,"-"
170886,"TANK GUNNERY RANGE",Y,"An area of ground on which tanks practice firing at targets.",1,P,"-"
170887,"TANK TRAINING GROUND",Y,"An area for tank driving practice.",1,P,"-"
170888,"AIRCRAFT GUN HARMONISATION BUILDING",Y,"A structure in which aircraft wing-mounted guns were harmonised to achieve the desired convergence.",1,P,"-"
170889,"MILLWRIGHTS WORKSHOP",Y,"A workshop used by a millwright.",1,P,"-"
170890,"CHRONOMETER MAKERS WORKSHOP",Y,"A place where chronometers are manufactured.",1,P,"-"
170899,"Brine Well",N,"",1,N,""
170900,"Mass Dial",N,"-",1,N,"-"
170901,"RAILWAY MILEPOST",Y,"A post set up alongside a railway to mark the miles to and from a place.",1,P,"-"
170902,"TRAMWAY CUTTING",Y,"An artificial trough or valley through a hill, carrying at its base a tramway.",1,P,"-"
170903,"Islamic Centre",N,"-",1,N,"-"
170904,"Imambara",N,"-",1,N,"-"
170905,"Jamia Mosque",N,"-",1,N,"-"
170906,"Darul Uloom ",N,"-",1,N,"-"
170907,"ZAWIYA",N,"A building associated with a Sufi order.",1,P,"-"
170908,"HUSSEINYYA",Y,"A congregation hall for Muslim commemoration of Muharram.",1,P,"-"
170909,"Whale Oil House",N,"-",1,N,"-"
170910,"LOCOMOTIVE COALING PLANT",Y,"A structure for fuelling railway steam locomotives with coal. A more advanced type of Coaling Stage where coal wagons are lifted up and physically turned upside down to empty their contents into a raised bunker above the tracks.",1,P,"-"
170987,"OCCUPATION LEVEL CROSSING",Y,"A private level crossing which provides access between land and a public highway or between land that is under common occupation but divided by the railway line.",1,P,"-"
170988,"Occupation Crossing",N,"-",1,N,"-"
170989,"GANISTER QUARRY",Y,"A quarry for the extraction of ganister, a hard fine-grained quartz-arenite (sandstone) cemented with silica, used in the manufacture of silica bricks commonly used to line furnaces.",1,P,"-"
170990,"Road Embankment",N,"-",1,N,"-"
170991,"Railway Workers Hostel",N,"-",1,N,"-"
170992,"Militia Barracks",N,"-",1,N,"-"
170993,"BLAST FURNACE STOCK HOUSE",Y,"Structure at an iron works where sintered iron ore, coke and other ingredients are prepared for delivery to the blast furnace.",1,P,"-"
170994,"HOIST TOWER",Y,"A tall stone or brick building or iron structure used to lift iron ore and coke to the top of iron works blast furnace, which are loaded from the top. ",1,P,"-"
170995,"SALVAGE DEBRIS",Y,"Debris from salvaging activities on wreck sites.",1,P,"-"
170996,"VESSEL BREAKING SITE",Y,"A site, often just an area of the shore, used for the dismantling of redundant or irreparable vessels.",1,P,""
170997,"SINTER PLANT",Y,"A plant where iron ore is prepared prior to its use in a blast furnace. Ground iron ores are blended with coke dust, fluxes and furnace dust and heated at over 1,000 degrees Celsius to form a clinker-type material which is charged into the furnace with coke and limestones to reduce the quantity of coke needed and to utilise waste materials.",1,P,"-"
