THE_TE_UID,TERM,INDEX_TERM,SCOPE_NOTE,CLA_GR_UID,STATUS,IMAGE_EXISTS
92230,"HERM",Y,"A pedestal terminating in a head or bust of Hermes or some other deity.",1,P,"-"
92231,"Hermes",N,"-",1,N,"-"
92233,"HIDE",Y,"A shelter, sometimes camouflaged, for the observation of birds and animals at close quarters.",1,P,"-"
92234,"Hide And Skin Works",N,"-",1,N,"-"
92235,"HIDING PLACE",Y,"A place used to hide something or someone.",1,P,"-"
92236,"HIGH BREASTSHOT WHEEL",Y,"A waterwheel where the water enters below the top of the wheel but above the axle.",1,P,"-"
92237,"High Commission Building",N,"-",1,N,"-"
92238,"HIGH LIGHT",Y,"A lighthouse whose lantern is sufficiently high to be seen at a long range and above low lying cloud or fog. In locations where varying weather conditions occur a High Light is usually accompanied by a LOW LIGHT built alongside or nearby.",1,P,"-"
92239,"High Rise Block",N,"-",1,N,"-"
92240,"HIGH SECURITY PRISON",Y,"An establishment where offenders who have committed the most serious crimes, e.g. serial killers, are confined.",1,P,"-"
92241,"Higher Elementary School",N,"-",1,N,"-"
92243,"HOARDING (FENCING)",Y,"A temporary fence of boards, often enclosing a building on which posters and bills are attached.",1,P,"-"
92244,"HOCKEY PITCH",Y,"A playing area for the game of hockey. May be a grass or artificial surface.",1,P,"-"
92245,"Hoffman Kiln",N,"-",1,N,"-"
92246,"Hogg Cote",N,"A pen or enclosure for hoggs (yearling sheep, not pigs).",1,N,"-"
92247,"Hogg House",N,"For the housing of hoggs (yearling sheep, not pigs).",1,N,"-"
92248,"HOGGERY",Y,"A yard for pigs.",1,P,"-"
92249,"HOLDING SHED",Y,"A building where merchandise and goods are temporarily stored before or after transportation by rail.",1,P,"-"
92250,"HOLIDAY CENTRE",Y,"A place with organized amusements for people on holiday.",1,P,"-"
92251,"Home For Girls",N,"-",1,N,"-"
92252,"Home For The Elderly",N,"-",1,N,"-"
92253,"Home For The Mentally Handicapped",N,"A disused term for a place where people with learning difficulties are cared for.",1,N,"-"
92254,"Home Office",N,"-",1,N,"-"
92255,"HOMOEOPATHIC HOSPITAL",Y,"A hospital where more 'natural' means of treatment are used rather than conventional methods.",1,P,"-"
92256,"HOOP HOUSE",Y,"A building in which hoops (for masts) were heated.",1,P,"-"
92257,"HOP BARN",Y,"A barn used to store hops.",1,P,"-"
92258,"HOP EXCHANGE",Y,"A commercial building used primarily as a trading place for breweries and hop merchants.",1,P,"-"
92259,"Hop House",N,"-",1,N,"-"
92260,"HOPSCOTCH COURT",Y,"A specially marked ground used by children for the game of hopscotch.",1,P,"-"
92261,"HORIZONTAL KILN",Y,"A non-vertical kiln where the shaft and burning zone is horizontal to the ground thereby allowing material to be fed in.",1,P,"-"
92262,"HORIZONTAL STEAM ENGINE",Y,"A piston mounted horizontally supplying power via a valve gear directly to a crankshaft or flywheel.",1,P,"-"
92263,"HORIZONTAL WATERMILL",Y,"A water mill where the waterwheel directly drives a vertical shaft with grindstones on.",1,P,"-"
92264,"Horn Bastion",N,"-",1,N,"-"
92265,"HORNWORK",Y,"An outwork joined to the mainwork by two parallel wings.",1,P,"-"
92266,"Horse And Carriage Auction Rooms",N,"-",1,N,"-"
92267,"HORSE ENGINE",Y,"A wheel which is turned by a horse in order to provide power. Used in mines, manufacturing and farming.",1,P,"-"
92268,"HORSE EXERCISE RING",Y,"An area of ground in which horses can be exercised.",1,P,"-"
92269,"Horse Gin House",N,"-",1,N,"-"
92270,"HORSE HOSPITAL",Y,"A specialist veterinary hospital for the medical and surgical treatment of horses.",1,P,"-"
92271,"HORSE RUBBING HOUSE",Y,"A building where horses are rubbed down after training.",1,P,"-"
92272,"HORSE STOCK",Y,"A frame used to lift unco-operative horses off the ground during shoeing.",1,P,"-"
92273,"HORSE TUNNEL",Y,"A tunnel built alongside a canal tunnel to enable a horse to be unhitched and led through the hillside to meet the barge when it emerged from the tunnel. Mainly built prior to the development of the towpath tunnel.",1,P,"-"
92274,"Horse Walk",N,"-",1,N,"-"
92275,"Horse Wash",N,"-",1,N,"-"
92276,"HORSEHAIR FACTORY",Y,"The cleaning and sorting of horse hair mainly for use in the upholstery trade.",1,P,"-"
92277,"Horsehair Works",N,"-",1,N,"-"
92278,"Horsemans Cottage",N,"-",1,N,"-"
92279,"HORTICULTURAL COLLEGE",Y,"An educational establishment where the art of garden cultivation is taught.",1,P,"-"
92280,"HORTICULTURAL HALL",Y,"A hall used for the promotion and selling of horticultural produce and practice.",1,P,"-"
92281,"HOSE TOWER",Y,"A structure sited within the grounds of a fire station used for drying hoses.",1,P,"-"
92282,"HOSIERS COTTAGE",Y,"The residence and small-scale workshop of a hosier.",1,P,"-"
92283,"Hosiery Works",N,"-",1,N,"-"
92284,"HOSIERY WORKSHOP",Y,"A place where knitted fabrics and legware garments were manufactured.",1,P,"-"
92285,"HOSPITAL BLOCK",Y,"A specialist unit within a hospital complex. It may be a separate building or sometimes linked by a corridor or covered walkway to a main building.",1,P,"-"
92286,"HOSPITAL BUILDING",Y,"A hospital building of uncertain function. Use more specific type if known.",1,P,"-"
92287,"Hospital Canteen",N,"-",1,N,"-"
92288,"HOSPITAL DEPARTMENT",Y,"A separate functional unit of a hospital not necessarily on the same site.",1,P,"-"
92289,"HOSPITAL FOR EPILEPTICS",Y,"A specialist hospital for the medical treatment of patients suffering from epilepsy. Originally epilepsy was seen as a mental illness.",1,P,"-"
92290,"HOSPITAL FOR FISTULA AND RECTAL DISEASES",Y,"A specialist hospital for the medical and surgical treatment of fistular and rectal disorders and diseases.",1,P,"-"
92291,"LEARNING DISABILITY HOSPITAL",Y,"A hospital where people with learning disabilities receive medical treatment.",1,P,"-"
92292,"HOSPITAL FOR URINARY DISEASES",Y,"A specialist hospital for the medical and surgical treatment of urinary disorders and diseases.",1,P,"-"
92293,"Hospital Kitchen",N,"Use both terms.",1,N,"-"
92294,"HOSPITAL LAUNDRY",Y,"A laundry attached to a hospital.",1,P,"-"
92295,"HOSPITAL SCHOOL",Y,"A charity school, usually housed in an almshouse.",1,P,"-"
92296,"HOSPITALLERS CHURCH",Y,"A place of worship for the Knights of the Order of the Hospital of St John of Jerusalem, a military order dedicated to the provision of hospitality for pilgrims, to the care of the sick and to the protection of the Holy Land.",1,P,"-"
92297,"Hospitium",N,"-",1,N,"-"
92298,"HOTHOUSE",Y,"A glasshouse used for the cultivation of tropical plants.",1,P,"-"
92301,"House Of Confinement",N,"-",1,N,"-"
92302,"HOUSE OF DETENTION",Y,"A building in which people are held in a state of imprisonment or confinement as punishment. Usually associated with military and political offenders.",1,P,"-"
92303,"House Of Industry",N,"-",1,N,"-"
92304,"House Of Institution",N,"-",1,N,"-"
92305,"House Of Recovery",N,"-",1,N,"-"
92306,"Houses Of Parliament",N,"-",1,N,"-"
92307,"HOVERCRAFT TERMINAL",Y,"An area of a port, dock or harbour, often including buildings for passport control and customs, where passengers and vehicles using hovercraft services can embark/disembark and where supplies can be taken on board.",1,P,"-"
92308,"Hudd",N,"-",1,N,"-"
92309,"HUGUENOT BURIAL GROUND",Y,"A place of burial for members of the French Protestant Church.",1,P,"-"
92310,"HUGUENOT CHURCH",Y,"A place of worship for members of the French Protestant church of the 16th and 17th centuries.",1,P,"-"
92311,"HUNT STANDING",Y,"Structure used for viewing deer hunt.",1,P,"-"
92312,"Hunting Box",N,"-",1,N,"-"
92313,"HUNTING CLUB",Y,"A building used as a social venue by people interested in, and involved with, the sport of hunting.",1,P,"-"
92314,"HUNTING PARK",Y,"An enclosed area of parkland used almost exclusively for the hunting of deer.",1,P,"-"
92315,"Huntsman Furnace",N,"-",1,N,"-"
92316,"Huntsman Kiln",N,"-",1,N,"-"
92317,"Huntsmans Club",N,"-",1,N,"-"
92318,"Hyacinth Garden",N,"-",1,N,"-"
92319,"HYDRAULIC ACCUMULATOR TOWER",Y,"A structure used for the production of hydraulic power. A head of water was raised at the top of the tower by means of pumps. Used for powering machinery.",1,P,"-"
92320,"HYDRAULIC BOX CRANE",Y,"A hydraulically-powered crane constructed from open box girders.",1,P,"-"
92321,"HYDRAULIC CRANE",Y,"A crane whose winding mechanism was operated by hydraulic jiggers.",1,P,"-"
92322,"HYDRAULIC ENGINE",Y,"An engine powered by high pressure water, originally used in mine drainage.",1,P,"-"
92323,"HYDRAULIC ENGINE HOUSE",Y,"An engine house used to pump water to the top of an ACCUMULATOR TOWER.",1,P,"-"
92324,"HYDRAULIC JIGGER",Y,"A hydraulic machine used to magnify the stroke of a hydraulic piston. The pulleys and chains of a crane or other device are attached to the jigger.",1,P,"-"
92325,"HYDRAULIC PILLAR CRANE",Y,"A hydraulically-powered crane where the jib and windlass are mounted on a central pillar.",1,P,"-"
92326,"HYDRAULIC PIPEWORK",Y,"Pipes used to carry water or hydraulic fluid for power transmission within a hydraulic system.",1,P,"-"
92327,"HYDRAULIC POWER SITE",N,"Buildings and structures associated with the creation and use of hydraulic power.",1,P,"-"
92328,"HYDRAULIC TIPPLER",Y,"A tippler, a machine for loading wagons at a pithead, operated by hydraulic power.",1,P,"-"
92329,"Hydro (Hospital)",N,"-",1,N,"-"
92330,"Hydro (Power Station)",N,"-",1,N,"-"
92331,"Hydroelectric Power Plant",N,"-",1,N,"-"
92332,"HYDROELECTRIC POWER STATION",Y,"Power generation by releasing stored water through a turbine driving a generator.",1,P,"-"
92333,"Hydropathic Hospital",N,"-",1,N,"-"
92334,"HYDROPATHIC INSTITUTE",Y,"A 19th century spa building, usually consisting of a hotel with baths used for water treatment.",1,P,"-"
92335,"Hypermarket",N,"-",1,N,"-"
92336,"ICE POND",Y,"A shallow pond, often located near an ICEHOUSE, built to provide ice during the winter.",1,P,"-"
92337,"Ice Rink",N,"-",1,N,"-"
92338,"Ice Skating Rink",N,"-",1,N,"-"
92339,"Ice Well",N,"-",1,N,"-"
92340,"Idiots Asylum",N,"A historic term for a charitable institution caring for people with mental illness and/or learning difficulties.",1,N,"-"
92342,"Imbecile Ward",N,"A historic term for a hospital ward for patients with mental illness and/or learning difficulties.",1,N,"-"
92344,"Incline House",N,"-",1,N,"-"
92345,"INCLINE KEEPERS COTTAGE",Y,"The residence of the supervisor of an inclined plane.",1,P,"-"
92346,"INCORPORATING MILL",Y,"A stone edge-runner grinding machine or mill used for mechanically grinding and mixing the ingredients of gunpowder.",1,P,"-"
92347,"INCURABLES HOSPITAL",Y,"A hospital for the care of patients with incurable illnesses.",1,P,"-"
92348,"Independent Abbey",N,"An abbey unaffilliated with a particular order.",1,N,"-"
92350,"Industrial Craft Centre",N,"-",1,N,"-"
92351,"INDUSTRIAL HOUSE",N,"The residence and sometimes workplace of industrial workers.",1,P,"-"
92352,"Industrial Housing Estate",N,"-",1,N,"-"
92353,"Industrial Model Village",N,"-",1,N,"-"
92354,"INDUSTRIAL SCHOOL",Y,"A boarding or day school for children who had committed minor crimes or who lived in circumstances where they were likely to commit crime.",1,P,"-"
92355,"Infant Orphans Asylum",N,"-",1,N,"-"
92356,"INFANT SCHOOL",Y,"A school where young children, usually under the age of seven, are taught.",1,P,"-"
92357,"Infantry School",N,"-",1,N,"-"
92358,"INFECTIOUS DISEASES HOSPITAL",Y,"An isolation hospital for infectious diseases and leprosy, sometimes known as a Pest House; commonly situated on the edge of a town.",1,P,"-"
92359,"INFORMATION CENTRE",Y,"A building used for the dissemination to the public of such items like tourist brochures, travel maps, guide books and other documents, etc.",1,P,"-"
92360,"INGHAMITE CHAPEL",Y,"A chapel for followers of Benjamin Ingham after he left the Moravians prior to joining the Sandamanians.",1,P,"-"
92361,"Inland Revenue Office",N,"-",1,N,"-"
92362,"INN SIGN",Y,"A decorated, hanging sign, bearing the name and also often a pictorial representation of the inn or public house to which it is attached.",1,P,"-"
92363,"INNS OF CHANCERY",Y,"Buildings in London formerly used as hostels  for law students.",1,P,"-"
92364,"INNS OF COURT",Y,"A building in London belonging to one of four legal societies having exclusive right of admitting persons to practise at the English bar.",1,P,"-"
92365,"Insane Asylum",N,"A historic term for an institution caring for people with mental illness.",1,N,"-"
92366,"Insolvent Debtors Court",N,"-",1,N,"-"
92367,"Institution",N,"-",1,N,"-"
92368,"INSTRUMENT ENGINEERING WORKS",Y,"A site where scientific and technical instruments such as microscopes are assembled.",1,P,"-"
92369,"Insurance Office",N,"-",1,N,"-"
92371,"International Airport",N,"-",1,N,"-"
92372,"INVERTED SYPHON",Y,"A sewer or irrigation channel designed to avoid blockage.",1,P,"-"
92373,"IRON ORE CALCINER",Y,"A type of calcining kiln used in the processing of iron ore.",1,P,"-"
92374,"Iron Working",N,"-",1,N,"-"
92375,"Ironmasters House",N,"-",1,N,"-"
92376,"Ironmongers Shop",N,"-",1,N,"-"
92377,"Ironworkers Cottage",N,"-",1,N,"-"
92378,"ISOLATION BLOCK",Y,"An area within a hospital used for the isolation of patients. Patients were isolated if they had an infectious disease or suffered from a psychiatric illness.",1,P,"-"
92379,"Isolation Hospital",N,"-",1,N,"-"
92380,"ITALIAN GARDEN",Y,"A garden designed in the style of the elaborate gardens of the Renaissance, eg. formal, geometrical layouts of lawn and paths, stone steps, balustrades and statuary and fountains.",1,P,"-"
92381,"JAGGERS HOSTEL",Y,"A hostel for packhorse teamsters.",1,P,"-"
92382,"Jakes",N,"-",1,N,"-"
92383,"JAPANESE GARDEN",Y,"A garden incorporating features of traditional Japanese gardens - a pool, an island, stepping stones or a bridge, cherry trees and other shrubs and flowering plants grown with the emphasis on line.",1,P,"-"
92384,"JAZZ CLUB",Y,"A building where jazz music is performed. Often situated in small venues to afford the intimacy of the musicians performing in close proximity to the audience.",1,P,"-"
92385,"Jesuit College",N,"-",1,N,"-"
92386,"JETTIED HOUSE",Y,"A house where the upper storeys rest on projecting floor joists and so create the effect of an overhang.",1,P,"-"
92387,"Jetty Staith",N,"-",1,N,"-"
92388,"Jewellery Factory",N,"-",1,N,"-"
92389,"JEWISH CEMETERY",Y,"A burial ground for followers of the Jewish faith.",1,P,"-"
92390,"Jewish Temple",N,"-",1,N,"-"
92391,"Jews House",N,"-",1,N,"-"
92392,"JIB CRANE",Y,"A crane with a projecting arm, usually one that can be raised and lowered.",1,P,"-"
92393,"JOCKEYS QUARTERS",Y,"A place where jockeys are accomodated.",1,P,"-"
92394,"Joiners Workshop",N,"-",1,N,"-"
92395,"Jube",N,"-",1,N,"-"
92397,"JUNCTION LOCK",Y,"A lock at the point where two waterways join together.",1,P,"-"
92398,"Junior Reform Club",N,"-",1,N,"-"
92399,"JUNIOR SCHOOL",Y,"A school attended by children between the ages of seven and eleven.",1,P,"-"
92400,"JUVENILE COURT",Y,"A court of summary jurisdiction established, following legislation, in 1908 for the trial of offenders below the age of legal reponsibility.",1,P,"-"
92401,"KEEL BLOCK",Y,"One of a line of blocks on the floor of a building slip on which the keel of the ship to be constructed is laid. Also used in dry docks to rest a ship when a dock is pumped dry.",1,P,"-"
92402,"KEEP AND BAILEY CASTLE",Y,"A castle without a motte.",1,P,"-"
92403,"Kennelmans House",N,"Use both terms",1,N,"-"
92404,"KERBSTONE",Y,"An edging of stone forming the kerb of a path.",1,P,"-"
92409,"Kippering Shed",N,"-",1,N,"-"
92410,"KISSING GATE",Y,"A small gate swinging in a U or V-shaped enclosure, which allows only one person to pass through at a time.",1,P,"-"
92411,"Knife Factory",N,"-",1,N,"-"
92412,"Knife Works",N,"-",1,N,"-"
92413,"Knights Hospitallers Camera",N,"-",1,N,"-"
92414,"Knights Hospitallers Church",N,"-",1,N,"-"
92415,"Knights Hospitallers Commandery",N,"-",1,N,"-"
92416,"Knights Hospitallers Priory",N,"-",1,N,"-"
92417,"Knights Templars Camera",N,"-",1,N,"-"
92418,"Knights Templars Church",N,"-",1,N,"-"
92419,"Knights Templars Preceptory",N,"-",1,N,"-"
92420,"Knitters Workshop",N,"-",1,N,"-"
92421,"KURSAAL",Y,"A building used by visitors at a health resort.",1,P,"-"
92422,"Labour Club",N,"-",1,N,"-"
92423,"LABOUR EXCHANGE",Y,"An employment exchange for unemployed labourers, servicemen, etc.",1,P,"-"
92424,"LABOURERS SHELTER",Y,"A simple, lean-to structure, such as those built by the dock companies to provide shelter for dock workers waiting for work.",1,P,"-"
92425,"Lace Drying Chamber",N,"-",1,N,"-"
92426,"LACE MANUFACTURING SITE",Y,"Buildings, sites and structures associated  with the manufacture of lace.",1,P,"-"
92427,"Lace Market",N,"-",1,N,"-"
92428,"LACE WAREHOUSE",Y,"A building used for the finishing, drying and storage of lace.",1,P,"-"
92429,"LACEMAKERS COTTAGE",Y,"The residence of a lacemaker.",1,P,"-"
92430,"LADIES COLLEGE",Y,"An educational establishment, often privately funded, for young women.",1,P,"-"
92431,"Ladies Seminary",N,"-",1,N,"-"
92432,"LADY CHAPEL",Y,"A chapel dedicated to our Blessed Lady, often placed to the east of the High Altar, sometimes in other positions.",1,P,"-"
92433,"LAITERIE",Y,"A decorative building in the form of a dairy, used for recreation.",1,P,"-"
92434,"LAMBING PEN",Y,"An enclosure where ewes are kept at the time of lambing.",1,P,"-"
92435,"Lamp House",N,"-",1,N,"-"
92436,"Lamp Standard",N,"-",1,N,"-"
92437,"LAMPHOUSE",Y,"For the storage and recharging of battery-powered miners lamps.",1,P,"-"
92438,"Lancashire Barn",N,"-",1,N,"-"
92439,"Lancasterian School",N,"-",1,N,"-"
92440,"Land Fort",N,"-",1,N,"-"
92441,"LAND IMPROVEMENT DRAIN",Y,"A large drainage channel used for improving the land.",1,P,"-"
92442,"Land Stewards Office",N,"-",1,N,"-"
92443,"LAND USE SITE",N,"Areas of land used primarily for agriculture. See also GARDENS, PARKS AND URBAN SPACES.",1,P,"-"
92445,"LANDING HOUSE",Y,"A house to receive boat landings.",1,P,"-"
92446,"LANDING POINT",Y,"A place where vessels can land passengers and goods.",1,P,"-"
92447,"LANDING STEPS",Y,"Steps found at a landing point.",1,P,"-"
92448,"LANDMARK TOWER",Y,"A prominent structure situated on land specifically as a guide to navigation for travellers or as an aid/warning to sailors out at sea.",1,P,"-"
92449,"Landscape Garden Feature",N,"-",1,N,"-"
92450,"Lascar House",N,"-",1,N,"-"
92451,"LAUNDRETTE",Y,"An establishment with automatic washing machines available for public use.",1,P,"-"
92452,"LAVATORIUM",Y,"A wash room. Use with wider site type where known.",1,P,"-"
92453,"LAW COURT",Y,"A place, hall or chamber in which justice is administered.",1,P,"-"
92454,"Lay Apart Store",N,"-",1,N,"-"
92455,"LAY BROTHERS RANGE",Y,"Accommodation in a monastery for new monks.",1,P,"-"
92456,"Lazaretto",N,"-",1,N,"-"
92457,"Lead Crushing Mill",N,"-",1,N,"-"
92458,"Lead Miners Cottage",N,"-",1,N,"-"
92459,"Lead Precipitation Flue",N,"-",1,N,"-"
92460,"Lead Smelting Chimney",N,"-",1,N,"-"
92461,"Lead Smelting Mill",N,"-",1,N,"-"
92462,"Leading Light",N,"-",1,N,"-"
92463,"LEARNED SOCIETY BUILDING",Y,"A building for a society formed for the promotion of some branch of learning or science.",1,P,"-"
92464,"LEATHER INDUSTRY SITE",N,"Buildings or sites used in the preparation, treatment and working of raw animal hide into leather products such as gloves or saddles, etc.",1,P,"-"
92465,"LEATHER MARKET",Y,"An indoor or outdoor market where leather and untreated animal hides are sold.",1,P,"-"
92466,"LEATHER WAREHOUSE",Y,"A large building used for the storage of leather goods or processed animal skins.",1,P,"-"
92467,"LEATHER WORKERS SHOP",Y,"A workshop used for the small-scale production of leather goods.",1,P,"-"
92468,"Leather Works",N,"-",1,N,"-"
92469,"Ledger Stone",N,"-",1,N,"-"
92470,"LEECH HOUSE",Y,"A small house in which leeches were bred for medical purposes.",1,P,"-"
92471,"Legal Inn",N,"-",1,N,"-"
92472,"LEGAL OFFICE",Y,"A building housing the services of professionals with an expert knowledge of the law such as the offices of solicitors, barristers and lawyers.",1,P,"-"
92473,"LEGAL SITE",N,"Buildings, sites and structures associated with the enactment and enforcement of public law.",1,P,"-"
92474,"LENGTHMANS COTTAGE",Y,"The residence of an employee with the duty of maintaining a section of a railway or road.",1,P,"-"
92475,"Leper House",N,"-",1,N,"-"
92476,"Letter Box House",N,"-",1,N,"-"
92477,"Level Crossing Cottage",N,"-",1,N,"-"
92478,"LEVEL CROSSING GATE",Y,"A mechanized gate or barrier at a level crossing used to prevent road vehicles crossing a railway line when a train is approaching.",1,P,"-"
92479,"Liberals Hall",N,"-",1,N,"-"
92480,"LICENSED PREMISES",N,"Establishments authorized to sell or allow the consumption of alcoholic liquors on their premises.",1,P,"-"
92481,"Life Assurance Office",N,"-",1,N,"-"
92482,"Lifeboat House",N,"-",1,N,"-"
92483,"Lift Shaft",N,"-",1,N,"-"
92484,"LIFTING AND WINDING STRUCTURE",N,"Structures used for the lifting or hoisting of goods, machinery, vehicles, people and livestock.",1,P,"-"
92486,"LIGHT ENGINEERING WORKS",Y,"A group of buildings where consumer goods, such as small machines and electrical components, are manufactured.",1,P,"-"
92487,"Light Holder",N,"-",1,N,"-"
92489,"Light Tower",N,"-",1,N,"-"
92490,"Lighthouse Keepers Cottage",N,"-",1,N,"-"
92491,"LILY POND",Y,"A water pond in which lilies are grown.",1,P,"-"
92492,"LIME WALK",Y,"A walk or path lined with lime trees.",1,P,"-"
92493,"Limestone Dispatch Building",N,"-",1,N,"-"
92494,"LINEN OR FLAX MANUFACTURING SITE",N,"Buildings, sites or structures used for the manufacture of linen and/or flax.",1,P,"-"
92495,"LINKMANS HUT",Y,"A small shelter used by a man employed to carry links (torches) to light people along a street.",1,P,"-"
92496,"LINOLEUM FACTORY",Y,"A factory where linoleum is manufactured.",1,P,"-"
92497,"Liquorice Kiln",N,"-",1,N,"-"
92498,"Literary And Philosophical Society",N,"-",1,N,"-"
92499,"LITERARY INSTITUTE",Y,"A building in which an organization or society is instituted to promote literature through lectures, study and research, etc.",1,P,"-"
92500,"Little Boys Home",N,"-",1,N,"-"
92501,"Livery Company Hall",N,"-",1,N,"-"
92502,"Livery Tavern",N,"-",1,N,"-"
92505,"LOCK CHAMBER",Y,"The space enclosed between the gates and side-walls of a lock.",1,P,"-"
92506,"LOCK HOSPITAL",Y,"A hospital for the treatment of venereal disease.",1,P,"-"
92507,"Lock House",N,"-",1,N,"-"
92508,"LOCK SILL",Y,"The masonry beneath a lock gate, sometimes projecting several feet from the gate.",1,P,"-"
92509,"Lock Up House",N,"-",1,N,"-"
92510,"Lockmakers Workshop",N,"-",1,N,"-"
92511,"LOCKSMITHS WORKSHOP",Y,"A place where padlocks and rim locks for doors are made from iron and brass.",1,P,"-"
92512,"LOCOMOTIVE DEPOT",Y,"A place where railway engines are kept.",1,P,"-"
92513,"Locomotive Works",N,"-",1,N,"-"
92514,"LOG CABIN",Y,"A small house built out of rough logs.",1,P,"-"
92516,"LOGWOOD MILL",Y,"A mill used to process logwood, the inner red wood of a South American tree used widely in dyeing. Imported in the form of logs and cut and ground into dye by a mechanical process.",1,P,"-"
92517,"Lookout House",N,"-",1,N,"-"
92518,"Lord Mayors Residence",N,"-",1,N,"-"
92519,"LORRY FACTORY",Y,"A factory used for the manufacture and assembly of lorries.",1,P,"-"
92520,"LOW BREASTSHOT WHEEL",Y,"A waterwheel where water enters below the axle but above the bottom of the wheel.",1,P,"-"
92521,"LUFFING CRANE",Y,"A crane in which, during any alteration of radius, an automatic device causes the load to move horizontally.",1,P,"-"
92523,"Lunatic Ward",N,"A historic term for a hospital ward treating patients with mental illness.",1,N,"-"
92524,"Lunette",N,"-",1,N,"-"
92525,"Lyceum",N,"-",1,N,"-"
92526,"Lying In Hospital",N,"-",1,N,"-"
92527,"MACHINE HOUSE",Y,"A building housing machinery.",1,P,"-"
92528,"MACHINE TOOL ENGINEERING WORKS",Y,"A site where machine tools, machines designed to remove surplus material from a work piece by accurately guided cutting tools, are manufactured.",1,P,"-"
92529,"MACHINERY",Y,"Apparatus used for applying a mechanical force, or to perform a particular function. Use more specific type where known.",1,P,"-"
92530,"Madras School",N,"-",1,N,"-"
92531,"Magenta Works",N,"-",1,N,"-"
92532,"MAIL BAG NET",Y,"A structure to which a net filled with mail bags is attached. Situated next to railway lines, it allows mail to be collected by a train without it stopping, the bag being 'caught' by the train as it passed. Can also be used to 'catch' mail.",1,P,"-"
92533,"Majolica Works",N,"-",1,N,"-"
92534,"MAN ENGINE",Y,"A machine used to raise and lower miners to and from the pit bottom.",1,P,"-"
92535,"Management College",N,"-",1,N,"-"
92536,"Manciples House",N,"-",1,N,"-"
92537,"Manege",N,"-",1,N,"-"
92538,"Manometer Tower",N,"-",1,N,"-"
92539,"Manor House Chapel",N,"-",1,N,"-"
92540,"MANORIAL CHAPEL",Y,"A chapel situated within the demesnes of a manor. Can be a separate building or an integral part of a manor house.",1,P,"-"
92541,"Manorial Court House",N,"Use both terms.",1,N,"-"
92542,"MANSION FLATS",Y,"A type of late 19th century tenement block for tenants of a higher social status - usually reflected in the more ornate facades.",1,P,"-"
92543,"Manufactory",N,"-",1,N,"-"
92544,"Manure Works",N,"-",1,N,"-"
92545,"MARBLE QUARRY",Y,"A place where marble is extracted from the ground.",1,P,"-"
92546,"Marble Works",N,"-",1,N,"-"
92547,"Margarine Factory",N,"-",1,N,"-"
92548,"MARINA",Y,"A dock or basin, often inland, used for mooring yachts and other small pleasure craft.",1,P,"-"
92549,"MARINE CONSTRUCTION SITE",N,"Buildings, sites and structures associated with the construction and repair of ships and boats.",1,P,"-"
92550,"MARINE LABORATORY",Y,"A scientific laboratory where marine life is studied and researched.",1,P,"-"
92551,"Marine Sanatorium",N,"-",1,N,"-"
92552,"Mariners Church",N,"-",1,N,"-"
92553,"MARINERS COTTAGE",Y,"The residence of a sailor.",1,P,"-"
92554,"MARITIME HOUSE",N,"The residences of people associated with the sea.",1,P,"-"
92555,"MARITIME OFFICE",N,"A building from where marine operations are directed.",1,P,"-"
92556,"MARKER STONE",Y,"A stone erected to mark a particular spot in the landscape. Can be used for various reasons.",1,P,"-"
92557,"Market Cross Shelter",N,"-",1,N,"-"
92558,"Market Keepers House",N,"Use both terms.",1,N,"-"
92559,"Market Square",N,"-",1,N,"-"
92560,"Markstone",N,"-",1,N,"-"
92561,"MARRIAGE FEAST HOUSE",Y,"A building, often close to a churchyard, used for the entertainment of poor people on their wedding day.",1,P,"-"
92562,"Marshalsea",N,"-",1,N,"-"
92563,"MARSHMANS COTTAGE",Y,"The residence of a marsh keeper.",1,P,"-"
92564,"MASH HOUSE",Y,"A brewery building where malt is mixed with hot water to form wort.",1,P,"-"
92565,"Masonic Hall",N,"-",1,N,"-"
92566,"Masonic Lodge",N,"-",1,N,"-"
92567,"Masonic School",N,"-",1,N,"-"
92568,"Masons Hall",N,"-",1,N,"-"
92569,"Masons Lodge",N,"-",1,N,"-"
92570,"Masons Temple",N,"-",1,N,"-"
92571,"Master Brewers House",N,"-",1,N,"-"
92572,"Master Hosiers House",N,"-",1,N,"-"
92573,"MASTER ROPEMAKERS HOUSE",Y,"The residence of a master ropemaker.",1,P,"-"
92574,"Master Weavers House",N,"-",1,N,"-"
92577,"MATCH LODGE",Y,"A building at the entrance to an factory manufacturing explosives where a person was searched for matches, prior to entering the workplace.",1,P,"-"
92578,"MATERNITY BLOCK",Y,"A hospital block where pregnant women are accommodated and receive medical treatment before and after child birth.",1,P,"-"
92579,"MATERNITY CLINIC",Y,"A self-contained establishment (out-patients) where pregnant women receive check-ups, counselling and medical treatment.",1,P,"-"
92580,"Maternity Home",N,"-",1,N,"-"
92581,"MATERNITY HOSPITAL",Y,"A hospital for the reception of women during their confinement.",1,P,"-"
92582,"MATHEMATICAL INSTITUTE",Y,"A building used by an organization or society instituted to promote the study of mathematics through lectures, research, etc.",1,P,"-"
92583,"MAYORS RESIDENCE",Y,"The official residence of the chief officer of the municipal corporation of a city or borough in England.",1,P,"-"
92584,"MEADOW",Y,"A piece of grassland, often near a river, permanently covered with grass which is mown for use as hay.",1,P,"-"
