source_file,subject_id,subject_label,object_id,object_label,subject_label_norm,object_label_norm,predicate_id,predicate,mapping_justification,similarity_emb_full,similarity_emb_norm,similarity_str_levenshtein_full,similarity_str_jaro_winkler_full,similarity_str_token_sort_full,similarity_str_token_set_full,similarity_str_levenshtein_norm,similarity_str_jaro_winkler_norm,similarity_str_token_sort_norm,similarity_str_token_set_norm
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtTQjJbnRU7S,acrotre,aat:300002214,acroteria,acrotre,acroteria,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.759277,0.759277,0.750000,0.926984,0.750000,0.750000,0.750000,0.926984,0.750000,0.750000
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrt5dU0qJs5N8,microlithe,aat:300393267,microliths,microlithe,microliths,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.756836,0.756836,0.900000,0.960000,0.900000,0.900000,0.900000,0.960000,0.900000,0.900000
dai_aat.sssom.tsv,http://thesauri.dainst.org/_b24e1e12,Prytaneion,aat:300127097,prytaneia,Prytaneion,prytaneia,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.753418,0.753418,0.842105,0.937778,0.842105,0.842105,0.842105,0.937778,0.842105,0.842105
ads_mda_obj_aat.sssom.tsv,fish_obj:/concepts/142915,ALLUVIUM,aat:300264223,alluvium,ALLUVIUM,alluvium,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.753418,0.753418,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtW9wgN3Gdgb,crypte,aat:300004618,crypts,crypte,crypts,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.752930,0.752930,0.833333,0.933333,0.833333,0.833333,0.833333,0.933333,0.833333,0.833333
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtWTK3DeulF7,résonance de spin électronique,aat:300220387,electron spin resonance,résonance de spin électronique,electron spin resonance,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.752930,0.752930,0.490566,0.728157,0.566038,0.566038,0.490566,0.728157,0.566038,0.566038
ads_eh_tmc_aat.sssom.tsv,fish_tmc:/concepts/100480,TRANSPORT VESSEL,aat:300232815,transport vessels,TRANSPORT VESSEL,transport vessels,skos:closeMatch,closeMatch,semapv:UnspecifiedMatching,0.751953,0.751953,0.969697,0.988235,0.969697,0.969697,0.969697,0.988235,0.969697,0.969697
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtPi94u2INlY,anthropologie de terrain,aat:300054322,physical anthropology,anthropologie de terrain,physical anthropology,skos:closeMatch,closeMatch,semapv:UnspecifiedMatching,0.750977,0.750977,0.488889,0.566392,0.577778,0.577778,0.488889,0.566392,0.577778,0.577778
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtrXrWfiRYvF,denticulé,aat:300400630,denticulates,denticulé,denticulates,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.750000,0.750000,0.761905,0.911111,0.761905,0.761905,0.761905,0.911111,0.761905,0.761905
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtO40ZLI4giK,combustible,aat:300015139,fuel,combustible,fuel,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.748535,0.748535,0.266667,0.446970,0.266667,0.266667,0.266667,0.446970,0.266667,0.266667
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrt20EsS32aXe,bâtiment commercial,aat:300005147,commercial buildings,bâtiment commercial,commercial buildings,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.746094,0.746094,0.512821,0.577193,0.717949,0.717949,0.512821,0.577193,0.717949,0.717949
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtPFlqRPxAw0,pilastre,aat:300002737,pilasters,pilastre,pilasters,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.744629,0.744629,0.823529,0.952778,0.823529,0.823529,0.823529,0.952778,0.823529,0.823529
dai_aat.sssom.tsv,http://thesauri.dainst.org/_53c052d3,Dipteros,aat:300135990,dipteral,Dipteros,dipteral,skos:closeMatch,closeMatch,semapv:UnspecifiedMatching,0.744141,0.744141,0.750000,0.900000,0.750000,0.750000,0.750000,0.900000,0.750000,0.750000
ads_mda_obj_aat.sssom.tsv,fish_obj:/concepts/96716,NECKLACE,aat:300046001,necklaces,NECKLACE,necklaces,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.741211,0.741211,0.941176,0.977778,0.941176,0.941176,0.941176,0.977778,0.941176,0.941176
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtA03yShas9H,pronaos,aat:300004670,pronaoi,pronaos,pronaoi,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.741211,0.741211,0.857143,0.942857,0.857143,0.857143,0.857143,0.942857,0.857143,0.857143
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtHIBqP9Wsvy,instrument de musique,aat:300041620,musical instruments,instrument de musique,musical instruments,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.740234,0.740234,0.550000,0.701253,0.750000,0.750000,0.550000,0.701253,0.750000,0.750000
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtzh0OPBazqS,aryballe,aat:300198885,aryballoi,aryballe,aryballoi,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.739746,0.739746,0.823529,0.930556,0.823529,0.823529,0.823529,0.930556,0.823529,0.823529
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtWQl17aKWko,chaise curule,aat:300139435,curule chairs,chaise curule,curule chairs,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.737793,0.737793,0.461538,0.529915,0.923077,0.923077,0.461538,0.529915,0.923077,0.923077
